,gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
5078,6553-8845,LDL,V5 87,All Combo,Fiora,Graves,Orianna,Ezreal,Bard,Akali,Ekko,Sett,Sivir,Nautilus,1
5079,ESPORTSTMNT03/1441007,LJL,Crest Gaming Act,Fukuoka SoftBank Hawks gaming,Renekton,Sett,Syndra,Jhin,Nautilus,Gangplank,Volibear,Zoe,Ezreal,Thresh,0
5080,ESPORTSTMNT02/1405416,LCK,Hanwha Life Esports,Gen.G,Lucian,Volibear,Azir,Caitlyn,Janna,Kennen,Sett,Akali,Ashe,Braum,0
5081,6553-8846,LDL,All Combo,V5 87,Renekton,Trundle,Leblanc,Xayah,Thresh,Kennen,Sett,Kassadin,Ezreal,Bard,0
5082,6555-8847,LDL,Victorious Gaming,FunPlus Phoenix Blaze,Lucian,Graves,Galio,Caitlyn,Senna,Camille,Nidalee,Nocturne,Jhin,Lux,0
5083,ESPORTSTMNT03/1441014,LJL,Crest Gaming Act,Fukuoka SoftBank Hawks gaming,Camille,Graves,Vladimir,Lucian,Lux,Volibear,Sett,Akali,Ashe,Lulu,1
5084,6555-8848,LDL,Victorious Gaming,FunPlus Phoenix Blaze,Kennen,Lillia,Lucian,Caitlyn,Karma,Renekton,Karthus,Irelia,Jhin,Lux,0
5085,6554-8850,LDL,Joy Dream,EDG Youth Team,Ornn,LeeSin,TwistedFate,Caitlyn,Lux,Renekton,Nidalee,Qiyana,Ezreal,Karma,1
5086,ESPORTSTMNT02/1405437,LCK,Gen.G,Hanwha Life Esports,Renekton,Volibear,Akali,Ezreal,Nautilus,Jayce,Sett,Azir,Ashe,Shen,1
5087,ESPORTSTMNT03/1430990,PCS,ahq eSports Club,PSG Talon,Renekton,Volibear,Zoe,Caitlyn,Lux,Gnar,LeeSin,Syndra,Ashe,Thresh,1
5088,ESPORTSTMNT03/1441031,LJL,DetonatioN FocusMe,Burning Core,Volibear,Nidalee,Neeko,Senna,Bard,Camille,Graves,Zoe,Ezreal,Lux,1
5089,6557-8855,LDL,LinGan e-Sports,Vici Gaming Potential,Renekton,JarvanIV,Syndra,Ashe,Leona,Gangplank,Olaf,Zoe,Ezreal,Braum,0
5090,6554-8853,LDL,EDG Youth Team,Joy Dream,Sylas,Graves,Irelia,Jhin,Sett,Ornn,Volibear,Akali,Ashe,Braum,0
5091,6683-8851,LPL,Invictus Gaming,LGD Gaming,Kennen,Kindred,Sylas,Kalista,Nautilus,Camille,Nidalee,TwistedFate,Ezreal,Leona,0
5092,ESPORTSTMNT02/1405442,LCK,DRX,SeolHaeOne Prince,Renekton,Kindred,Orianna,Ezreal,Karma,Gnar,Nidalee,Zoe,Ashe,Nautilus,0
5093,ESPORTSTMNT02/1405444,VCS,Percent Esports,OverPower Esports,Renekton,Nidalee,Lucian,Ezreal,Leona,Volibear,Graves,Leblanc,Jhin,Sett,0
5094,6557-8856,LDL,LinGan e-Sports,Vici Gaming Potential,Mordekaiser,JarvanIV,Syndra,Ashe,Nautilus,Volibear,Nidalee,Zoe,Ezreal,Braum,0
5095,ESPORTSTMNT03/1441045,LJL,Burning Core,DetonatioN FocusMe,Darius,Graves,Cassiopeia,Ashe,Bard,Camille,Karthus,TwistedFate,Senna,TahmKench,1
5096,6683-8852,LPL,Invictus Gaming,LGD Gaming,Lucian,LeeSin,Azir,Kalista,Taric,MonkeyKing,Nidalee,TwistedFate,Ezreal,Leona,0
5097,ESPORTSTMNT03/1430997,PCS,PSG Talon,ahq eSports Club,Volibear,Lillia,Lucian,Jhin,Bard,Renekton,LeeSin,Syndra,Ashe,Nautilus,1
5098,6556-8849,LDL,Royal Club,Team WE Academy,Renekton,Trundle,Cassiopeia,Ashe,TahmKench,Gangplank,Volibear,Rumble,Caitlyn,Lux,0
5099,ESPORTSTMNT06/1310110,TCL,Papara SuperMassive,Beşiktaş Esports,Ornn,Olaf,Velkoz,Kalista,Blitzcrank,Mordekaiser,Sett,Lucian,Cassiopeia,TahmKench,1
5100,6683-8854,LPL,LGD Gaming,Invictus Gaming,Ornn,Graves,Zoe,Ezreal,Lux,Kayle,Kindred,Syndra,Jhin,Bard,1
5101,ESPORTSTMNT02/1405462,VCS,OverPower Esports,Percent Esports,Ornn,Nidalee,Galio,Kalista,Pantheon,Camille,Graves,Karma,Caitlyn,Bard,1
5102,ESPORTSTMNT03/1441055,PCS,ahq eSports Club,PSG Talon,Renekton,Kindred,Syndra,Ashe,Morgana,Gangplank,Graves,Zoe,Senna,Bard,0
5103,ESPORTSTMNT03/1441056,LJL,DetonatioN FocusMe,Burning Core,Renekton,Volibear,Ziggs,Ezreal,Leona,Gangplank,Ekko,Leblanc,Ashe,Bard,1
5104,6556-8857,LDL,Team WE Academy,Royal Club,Renekton,Trundle,Leblanc,Jhin,TahmKench,Mordekaiser,Volibear,Syndra,Ashe,Bard,0
5105,ESPORTSTMNT06/1310113,TCL,Beşiktaş Esports,Papara SuperMassive,Vladimir,Sett,Azir,Caitlyn,Karma,Ornn,Trundle,Orianna,Jinx,TahmKench,1
5106,ESPORTSTMNT02/1405467,LCK,SeolHaeOne Prince,DRX,Volibear,Nidalee,Azir,Ashe,Karma,Akali,Lillia,Irelia,Senna,Braum,0
5107,ESPORTSTMNT03/1431006,PCS,ahq eSports Club,PSG Talon,Renekton,Trundle,Zoe,Ezreal,Bard,Mordekaiser,Graves,Syndra,Kalista,Nautilus,0
5108,ESPORTSTMNT03/1441062,LJL,Burning Core,DetonatioN FocusMe,Mordekaiser,Graves,Cassiopeia,Caitlyn,Morgana,Volibear,Nidalee,KogMaw,Ashe,TahmKench,1
5109,6556-8858,LDL,Royal Club,Team WE Academy,Renekton,Volibear,Syndra,Ezreal,Bard,Jax,Olaf,Galio,Ashe,Lulu,0
5110,ESPORTSTMNT02/1405476,VCS,Saigon Buffalo,EVOS Esports,Mordekaiser,Lillia,Garen,Kalista,Thresh,Lucian,Karthus,Camille,Aphelios,Galio,0
5111,ESPORTSTMNT06/1320126,LCL,Gambit Esports,CrowCrowd,Renekton,Volibear,Galio,Ashe,Nautilus,Sion,Hecarim,Cassiopeia,Sona,Lux,1
5112,ESPORTSTMNT06/1310115,TCL,Papara SuperMassive,Beşiktaş Esports,Ornn,Graves,Zoe,Kalista,Pantheon,Vladimir,Sett,Diana,Ashe,Poppy,1
5113,ESPORTSTMNT02/1405477,LCK,DRX,SeolHaeOne Prince,Quinn,Lillia,Sylas,Caitlyn,Lux,Gnar,Nidalee,Pantheon,Ashe,Blitzcrank,1
5114,ESPORTSTMNT02/1405479,VCS,EVOS Esports,Saigon Buffalo,Fiora,Volibear,TwistedFate,Aphelios,Pantheon,Camille,Lillia,Sylas,Ezreal,Shen,1
5115,ESPORTSTMNT03/1441070,LJL,DetonatioN FocusMe,Burning Core,Renekton,Nidalee,Azir,Senna,Leona,Mordekaiser,Graves,Leblanc,Ashe,Bard,1
5116,ESPORTSTMNT06/1310123,TCL,Beşiktaş Esports,Papara SuperMassive,Shen,Hecarim,Azir,Senna,TahmKench,Ornn,Graves,Galio,Caitlyn,Nautilus,0
5117,ESPORTSTMNT06/1320149,LCL,CrowCrowd,Gambit Esports,Renekton,Khazix,Galio,Ezreal,Shen,Ornn,Volibear,TwistedFate,Ashe,TahmKench,0
5118,ESPORTSTMNT06/1320156,LCL,Gambit Esports,CrowCrowd,Renekton,Khazix,Galio,Senna,TahmKench,Mordekaiser,RekSai,Lucian,Ashe,Bard,1
5119,ESPORTSTMNT02/1405493,LFL,Misfits Premier,GamersOrigin,Renekton,Volibear,Orianna,Ezreal,Braum,MonkeyKing,Skarner,Syndra,Kalista,Nautilus,0
5120,ESPORTSTMNT02/1405497,LFL,GamersOrigin,Misfits Premier,MonkeyKing,LeeSin,Syndra,Ezreal,Yuumi,Renekton,Volibear,Orianna,Caitlyn,Pyke,0
5121,ESPORTSTMNT02/1405500,LFL,Misfits Premier,GamersOrigin,Sion,Khazix,Syndra,Kaisa,Rakan,Gangplank,Sett,Orianna,Ezreal,Leona,1
5122,ESPORTSTMNT03/1441095,LCS,Evil Geniuses,100 Thieves,Ornn,Graves,Orianna,Xayah,Rakan,Renekton,Nidalee,TwistedFate,Ashe,TahmKench,1
5123,ESPORTSTMNT02/1405506,LFL,GamersOrigin,Misfits Premier,Poppy,LeeSin,Syndra,Ezreal,Sett,Camille,Khazix,Galio,Jhin,Taric,0
5124,ESPORTSTMNT03/1441104,LCS,100 Thieves,Evil Geniuses,Renekton,Nidalee,Zoe,Caitlyn,Blitzcrank,Shen,Graves,TwistedFate,Ashe,TahmKench,0
5125,ESPORTSTMNT03/1441108,LCS,Evil Geniuses,100 Thieves,Hecarim,Graves,Zoe,Lucian,Yuumi,Malphite,LeeSin,Leblanc,Ezreal,Pantheon,1
5126,6558-8859,LDL,WanZhen Esports Club,Rogue Warriors Shark,Renekton,Ekko,Zoe,Caitlyn,Morgana,Volibear,Karthus,Lucian,Ashe,Soraka,0
5127,6558-8860,LDL,WanZhen Esports Club,Rogue Warriors Shark,Karma,Volibear,Corki,Senna,Nautilus,Sylas,Sett,Kassadin,Kalista,Taric,1
5128,6560-8863,LDL,Bilibili Gaming Junior,Shu Dai Xiong Gaming,Jayce,Graves,Galio,Ashe,Nautilus,MonkeyKing,Sett,Corki,Caitlyn,Lux,0
5129,6558-8861,LDL,WanZhen Esports Club,Rogue Warriors Shark,Renekton,Nidalee,Syndra,Ezreal,Braum,Volibear,Graves,Fizz,Ashe,Nautilus,1
5130,ESPORTSTMNT03/1441159,CK,ESC Shane,RunAway,Ornn,Lillia,Lucian,Ashe,Braum,Renekton,Nidalee,Orianna,Jhin,Nautilus,1
5131,6560-8864,LDL,Bilibili Gaming Junior,Shu Dai Xiong Gaming,Camille,Karthus,Qiyana,Ashe,Leona,Jax,Ekko,Sett,Jhin,Nautilus,1
5132,6559-8862,LDL,JingNetGame,Dominus Esports Young,Jax,Graves,Syndra,Caitlyn,Thresh,Ornn,LeeSin,Leblanc,Jhin,TahmKench,1
5133,6560-8865,LDL,Bilibili Gaming Junior,Shu Dai Xiong Gaming,Jayce,Olaf,Sylas,Ashe,Bard,Lucian,Trundle,Syndra,Ezreal,Yuumi,1
5134,6559-8866,LDL,JingNetGame,Dominus Esports Young,MonkeyKing,LeeSin,Zoe,Ezreal,Bard,Volibear,Nidalee,Syndra,Caitlyn,Morgana,0
5135,ESPORTSTMNT03/1441166,CK,RunAway,ESC Shane,Volibear,Nidalee,Sylas,Ezreal,Karma,Ornn,Lillia,Kassadin,Ashe,Thresh,0
5136,6559-8867,LDL,Dominus Esports Young,JingNetGame,Kennen,Olaf,Zoe,Kalista,Blitzcrank,Lucian,Nidalee,Irelia,Ashe,Thresh,0
5137,6562-8870,LDL,Legend Esport Gaming,Top Esports Challenger,Rumble,Nidalee,Qiyana,Ezreal,Leona,Sett,Volibear,Ekko,Kaisa,Rakan,0
5138,ESPORTSTMNT03/1441175,CK,Awesome Spear,Jin Air Green Wings,Mordekaiser,LeeSin,Orianna,Ashe,Pantheon,Renekton,Olaf,Azir,Aphelios,Braum,0
5139,6562-8871,LDL,Legend Esport Gaming,Top Esports Challenger,Gangplank,Nidalee,Akali,Ezreal,Nautilus,Lucian,Volibear,Sett,Kaisa,Leona,1
5140,6561-8868,LDL,Young Miracles,eStar Young,Renekton,Graves,Karma,Kalista,Pantheon,Lucian,Kindred,TwistedFate,Ashe,Nautilus,0
5141,ESPORTSTMNT03/1441198,CK,Jin Air Green Wings,Awesome Spear,Renekton,Sett,Azir,Ashe,Nautilus,Mordekaiser,Trundle,Orianna,Ezreal,TahmKench,1
5142,6562-8872,LDL,Legend Esport Gaming,Top Esports Challenger,Gangplank,Nidalee,Akali,Ezreal,Leona,Vladimir,Sett,Azir,Kaisa,Nautilus,1
5143,6561-8869,LDL,eStar Young,Young Miracles,Lucian,Karthus,Galio,Caitlyn,Lux,Renekton,Ekko,Qiyana,Ashe,Blitzcrank,1
5144,ESPORTSTMNT06/1310172,EM,Iron Wolves,SAMCLAN Esports Club,Camille,Volibear,Azir,Jhin,Leona,Shen,Nidalee,Ziggs,Ezreal,Nautilus,0
5145,ESPORTSTMNT06/1320213,EM,Iron Wolves,SAMCLAN Esports Club,Camille,Volibear,Azir,Jhin,Leona,Shen,Nidalee,Ziggs,Ezreal,Nautilus,0
5146,ESPORTSTMNT06/1310169,EM,LDLC OL,G2 Arctic,Gangplank,Shyvana,Akali,Kalista,Bard,Neeko,Sejuani,Syndra,Senna,Lux,1
5147,ESPORTSTMNT06/1320217,EM,7more7 Pompa Team,Five Kings,Renekton,Nidalee,Cassiopeia,Kalista,Taric,Poppy,Graves,Taliyah,Senna,Galio,0
5148,ESPORTSTMNT06/1310177,EM,CR4ZY,LowLandLions,Sett,Sejuani,Akali,Senna,Bard,Gragas,LeeSin,Azir,Ezreal,Blitzcrank,1
5149,ESPORTSTMNT06/1310180,EM,Racoon,Sector One,Sett,Khazix,Orianna,Senna,Nautilus,Neeko,Trundle,Azir,Ashe,Alistar,1
5150,ESPORTSTMNT06/1320221,EM,Racoon,Sector One,Sett,Khazix,Orianna,Senna,Nautilus,Neeko,Trundle,Azir,Ashe,Alistar,1
5151,ESPORTSTMNT06/1320222,EM,SINNERS Esports,Intrepid Fox Gaming,Ornn,LeeSin,Syndra,Senna,Nautilus,Renekton,Trundle,Sylas,Ashe,Thresh,0
5152,ESPORTSTMNT06/1310182,EM,LowLandLions,LDLC OL,Sion,Sett,Syndra,Lucian,Alistar,Lillia,LeeSin,Akali,Kalista,Thresh,0
5153,ESPORTSTMNT06/1310183,EM,Racoon,Iron Wolves,Urgot,LeeSin,Akali,Taliyah,Nautilus,Malphite,Nocturne,TwistedFate,Senna,Leona,1
5154,ESPORTSTMNT06/1320225,EM,Racoon,Iron Wolves,Urgot,LeeSin,Akali,Taliyah,Nautilus,Malphite,Nocturne,TwistedFate,Senna,Leona,1
5155,ESPORTSTMNT06/1320226,EM,Intrepid Fox Gaming,7more7 Pompa Team,Ornn,Ekko,Irelia,Caitlyn,Thresh,Gnar,Volibear,Syndra,Ezreal,Karma,0
5156,ESPORTSTMNT06/1310185,EM,G2 Arctic,CR4ZY,Jayce,LeeSin,Syndra,Ashe,Morgana,Renekton,Graves,Ekko,Senna,Bard,0
5157,ESPORTSTMNT06/1310187,EM,Riddle Esports,Team GamerLegion,Gnar,Volibear,Azir,Ezreal,Karma,MonkeyKing,Sett,Corki,Caitlyn,Thresh,1
5158,ESPORTSTMNT06/1320230,EM,SAMCLAN Esports Club,Sector One,Chogath,Graves,Zoe,Senna,Nautilus,Shen,LeeSin,Azir,Ezreal,Rakan,0
5159,ESPORTSTMNT06/1320232,EM,Five Kings,SINNERS Esports,Ornn,Graves,Azir,Ashe,TahmKench,Mordekaiser,Lillia,Lucian,Ezreal,Blitzcrank,0
5160,ESPORTSTMNT06/1310189,EM,LDLC OL,CR4ZY,Renekton,Nidalee,Ezreal,Kalista,Thresh,Sett,Khazix,Cassiopeia,Senna,Nautilus,1
5161,ESPORTSTMNT06/1310190,EM,eSuba,Team GamerLegion,Sion,Ekko,Azir,Caitlyn,Thresh,Renekton,Skarner,Akali,Jinx,Morgana,0
5162,ESPORTSTMNT06/1320233,EM,Iron Wolves,Sector One,Sett,Volibear,Leblanc,Xayah,Rakan,Sion,Nidalee,Ryze,Lucian,Thresh,0
5163,ESPORTSTMNT06/1320236,EM,SINNERS Esports,7more7 Pompa Team,Renekton,Lillia,Lucian,Syndra,Leona,Akali,Volibear,Ekko,Senna,Nautilus,0
5164,ESPORTSTMNT06/1310192,EM,G2 Arctic,LowLandLions,Renekton,Sejuani,Zoe,Caitlyn,Lux,Ornn,Nidalee,Orianna,Lucian,Blitzcrank,1
5165,ESPORTSTMNT06/1310193,EM,SAMCLAN Esports Club,Racoon,Ornn,Olaf,Zoe,MissFortune,Taric,Volibear,Khazix,Orianna,Taliyah,Nautilus,0
5166,ESPORTSTMNT06/1320237,EM,SAMCLAN Esports Club,Racoon,Ornn,Olaf,Zoe,MissFortune,Taric,Volibear,Khazix,Orianna,Taliyah,Nautilus,0
5167,ESPORTSTMNT06/1320239,EM,Intrepid Fox Gaming,Five Kings,Malphite,RekSai,Cassiopeia,Ezreal,Thresh,Poppy,Evelynn,Veigar,Senna,Leona,1
5168,ESPORTSTMNT06/1320281,EM,LowLandLions,CR4ZY,Ornn,Sett,Syndra,Kalista,Leona,Renekton,Nidalee,Ekko,Ezreal,Alistar,0
5169,ESPORTSTMNT06/1310232,EM,Intrepid Fox Gaming,SINNERS Esports,Renekton,Khazix,Ryze,Ashe,Nautilus,Gnar,LeeSin,Zoe,Kalista,Thresh,1
5170,ESPORTSTMNT06/1310226,EM,Intrepid Fox Gaming,SINNERS Esports,Renekton,Khazix,Ryze,Ashe,Nautilus,Gnar,LeeSin,Zoe,Kalista,Thresh,1
5171,ESPORTSTMNT06/1310228,EM,EGN Esports,Team GamerLegion,Shen,RekSai,Sylas,MissFortune,Blitzcrank,Renekton,Gragas,Ryze,Jhin,Thresh,0
5172,ESPORTSTMNT06/1310234,EM,Riddle Esports,eSuba,Camille,Nidalee,Sett,Lucian,Blitzcrank,Gangplank,Olaf,Syndra,Sona,Lux,1
5173,ESPORTSTMNT06/1320286,EM,G2 Arctic,LDLC OL,Jax,Graves,Syndra,Ezreal,Leona,Camille,Gragas,Yasuo,Aphelios,Thresh,0
5174,ESPORTSTMNT06/1310239,EM,Five Kings,7more7 Pompa Team,Sylas,Olaf,Azir,Caitlyn,Bard,Ornn,Trundle,Leblanc,Ezreal,Karma,0
5175,ESPORTSTMNT06/1310237,EM,Five Kings,7more7 Pompa Team,Sylas,Olaf,Azir,Caitlyn,Bard,Ornn,Trundle,Leblanc,Ezreal,Karma,0
5176,ESPORTSTMNT06/1320291,EM,EGN Esports,Riddle Esports,Gangplank,Khazix,Ryze,MissFortune,Thresh,Gnar,Graves,Orianna,Karthus,Nautilus,0
5177,ESPORTSTMNT06/1310244,EM,Five Kings,Intrepid Fox Gaming,Poppy,Trundle,Orianna,Senna,Galio,Renekton,Sylas,Corki,Lucian,Thresh,1
5178,ESPORTSTMNT06/1310245,EM,Five Kings,Intrepid Fox Gaming,Poppy,Trundle,Orianna,Senna,Galio,Renekton,Sylas,Corki,Lucian,Thresh,1
5179,ESPORTSTMNT06/1310246,EM,Sector One,SAMCLAN Esports Club,Camille,Sejuani,Corki,Ashe,Braum,Jax,Nidalee,Orianna,MissFortune,Karma,1
5180,ESPORTSTMNT06/1310248,EM,Team GamerLegion,eSuba,Quinn,Volibear,Cassiopeia,Jhin,Thresh,Renekton,Sett,Leblanc,Ashe,TahmKench,1
5181,ESPORTSTMNT06/1310252,EM,7more7 Pompa Team,SINNERS Esports,Akali,Volibear,Zoe,Aphelios,Nautilus,Sion,Nidalee,Jayce,Ezreal,Braum,1
5182,ESPORTSTMNT06/1310249,EM,7more7 Pompa Team,SINNERS Esports,Akali,Volibear,Zoe,Aphelios,Nautilus,Sion,Nidalee,Jayce,Ezreal,Braum,1
5183,ESPORTSTMNT06/1320295,EM,LowLandLions,G2 Arctic,Shen,Shyvana,Nocturne,Lucian,Thresh,Camille,Sejuani,Zoe,Kalista,Nautilus,0
5184,ESPORTSTMNT06/1310254,EM,eSuba,EGN Esports,Camille,LeeSin,TwistedFate,Ashe,Lux,Jax,Nidalee,Sett,Lucian,Nautilus,1
5185,ESPORTSTMNT06/1320307,EM,CR4ZY,G2 Arctic,Renekton,Shyvana,Akali,Senna,Bard,Gangplank,Sejuani,Cassiopeia,Ezreal,Yuumi,0
5186,ESPORTSTMNT06/1310255,EM,7more7 Pompa Team,Intrepid Fox Gaming,Neeko,Volibear,TwistedFate,Aphelios,Nautilus,Shen,Evelynn,Irelia,Ezreal,Thresh,0
5187,ESPORTSTMNT06/1310256,EM,Sector One,Iron Wolves,Shen,Olaf,Zoe,Caitlyn,Lux,Volibear,Elise,Ekko,Ashe,Lulu,1
5188,ESPORTSTMNT06/1310257,EM,Team GamerLegion,Riddle Esports,Renekton,Kindred,Galio,Ziggs,Nautilus,Ornn,Graves,Corki,Ezreal,Karma,1
5189,ESPORTSTMNT06/1320313,EM,LDLC OL,LowLandLions,Camille,Hecarim,Syndra,Kalista,Alistar,Aatrox,RekSai,Ekko,Draven,Janna,1
5190,ESPORTSTMNT06/1310259,EM,Racoon,SAMCLAN Esports Club,Sett,RekSai,Zoe,Senna,Braum,Camille,Lillia,Lucian,Jinx,Taric,1
5191,ESPORTSTMNT06/1310260,EM,SINNERS Esports,Five Kings,Aatrox,Elise,Ezreal,Kalista,Thresh,Poppy,Graves,Leblanc,Sivir,Sett,1
5192,ESPORTSTMNT06/1310262,EM,Team GamerLegion,Riddle Esports,Lucian,Volibear,Galio,Jhin,Nautilus,Gangplank,Sejuani,Corki,Caitlyn,Thresh,1
5193,ESPORTSTMNT06/1320317,EM,G2 Arctic,CR4ZY,Malphite,Nidalee,Orianna,Ashe,Pantheon,Sion,Graves,Sylas,Senna,Nautilus,1
5194,ESPORTSTMNT06/1310264,EM,Intrepid Fox Gaming,7more7 Pompa Team,Malphite,Graves,Azir,Caitlyn,Lux,Shen,LeeSin,Syndra,Ezreal,Karma,1
5195,6563-8873,LDL,LGD Gaming Young Team,Royal Club,Renekton,Karthus,Zoe,Caitlyn,Lux,Mordekaiser,Graves,Qiyana,Ashe,Pantheon,0
5196,6563-8874,LDL,LGD Gaming Young Team,Royal Club,Renekton,Karthus,Qiyana,Jhin,Nautilus,Ornn,Graves,Diana,Ashe,Pantheon,0
5197,6565-8877,LDL,WanZhen Esports Club,Oh My Dream,Renekton,Ekko,Sett,Ezreal,Nautilus,Jayce,LeeSin,Sylas,Ashe,Bard,0
5198,6564-8875,LDL,Team WE Academy,FunPlus Phoenix Blaze,Jax,Karthus,Sett,Jhin,Lux,Renekton,Graves,Orianna,Ashe,Karma,1
5199,6565-8878,LDL,Oh My Dream,WanZhen Esports Club,Akali,Ekko,Talon,Ezreal,Bard,Sylas,Olaf,Gangplank,Ashe,Thresh,0
5200,6564-8876,LDL,FunPlus Phoenix Blaze,Team WE Academy,Volibear,Graves,Leblanc,Senna,Lux,Gangplank,Olaf,Galio,Ashe,Lulu,1
5201,6565-8879,LDL,WanZhen Esports Club,Oh My Dream,Kennen,Olaf,Lulu,Ashe,Thresh,Camille,Ekko,Lucian,Ezreal,Bard,1
5202,6564-8880,LDL,Team WE Academy,FunPlus Phoenix Blaze,Ornn,Volibear,Diana,Aphelios,Thresh,Renekton,Olaf,Leblanc,Kalista,Leona,1
5203,ESPORTSTMNT03/1431406,VCS,GAM Esports,CERBERUS Esports,Renekton,Zac,Pantheon,Jhin,Bard,Camille,Nocturne,Galio,Kaisa,Sett,1
5204,6567-8883,LDL,LinGan e-Sports,EDG Youth Team,Renekton,Graves,Azir,MissFortune,Thresh,Gnar,Nidalee,Jayce,Jhin,Sett,0
5205,6566-8881,LDL,Bilibili Gaming Junior,optical spectrum E-sports,Renekton,Karthus,Qiyana,Caitlyn,Lux,Volibear,Sylas,Pantheon,Ashe,Pyke,0
5206,ESPORTSTMNT03/1431413,VCS,CERBERUS Esports,GAM Esports,Ornn,Skarner,Azir,Ezreal,Bard,Renekton,Zac,Kassadin,Ashe,Thresh,0
5207,6567-8884,LDL,EDG Youth Team,LinGan e-Sports,Renekton,Nidalee,Jayce,Ezreal,Blitzcrank,Volibear,Graves,Orianna,Ashe,Thresh,1
5208,ESPORTSTMNT03/1431420,VCS,CERBERUS Esports,GAM Esports,Renekton,Elise,TwistedFate,Kalista,Thresh,Volibear,Gragas,Pantheon,Ashe,Bard,0
5209,6566-8882,LDL,optical spectrum E-sports,Bilibili Gaming Junior,Jax,Graves,Rumble,Ezreal,Nautilus,Renekton,Karthus,Qiyana,Ashe,Leona,0
5210,6566-8885,LDL,Bilibili Gaming Junior,optical spectrum E-sports,Renekton,Olaf,Galio,Ashe,Nautilus,MonkeyKing,Lillia,Sylas,Jhin,Sett,1
5211,ESPORTSTMNT03/1431547,CK,RunAway,Awesome Spear,Lucian,Sejuani,Irelia,Jinx,TahmKench,Jayce,Elise,Azir,Aphelios,Thresh,0
5212,6568-8886,LDL,Victorious Gaming,All Combo,Renekton,Nidalee,Leblanc,Ezreal,Nautilus,Ornn,Graves,Syndra,Ashe,Bard,0
5213,ESPORTSTMNT03/1431571,CK,Awesome Spear,RunAway,Camille,Kindred,Galio,Aphelios,Thresh,Fiora,Trundle,Azir,Heimerdinger,Senna,1
5214,6568-8887,LDL,All Combo,Victorious Gaming,Ornn,LeeSin,Leblanc,Jhin,Bard,Renekton,Lillia,Syndra,Ashe,Thresh,1
5215,ESPORTSTMNT03/1431585,CK,hyFresh Blade,Griffin,Renekton,Graves,Galio,Jhin,Nautilus,Quinn,Kayn,TwistedFate,Caitlyn,Morgana,0
5216,ESPORTSTMNT03/1431586,LCK,DAMWON Gaming,T1,Camille,Lillia,TwistedFate,Ezreal,Leona,Mordekaiser,Khazix,Sylas,Ashe,Nautilus,1
5217,6570-8890,LDL,Joy Dream,Shu Dai Xiong Gaming,Kayle,Volibear,Syndra,Ashe,Braum,Ornn,Karthus,Galio,Aphelios,Sett,1
5218,ESPORTSTMNT02/1415402,OCS,UQ Union,Dire Cubs,Malphite,Khazix,Zoe,Caitlyn,Taric,Sion,Volibear,Orianna,Jhin,Karma,0
5219,6569-8888,LDL,eStar Young,Vici Gaming Potential,Jax,Nidalee,TwistedFate,Lucian,Nautilus,Ornn,Olaf,Fizz,Draven,Thresh,0
5220,ESPORTSTMNT02/1415403,OCS,Dire Cubs,UQ Union,Shen,Volibear,Azir,Aphelios,Nautilus,Vayne,Khazix,Zoe,Senna,Karma,1
5221,6570-8891,LDL,Joy Dream,Shu Dai Xiong Gaming,Mordekaiser,Volibear,Syndra,Ashe,Braum,Fiora,Karthus,Sett,Aphelios,Leona,0
5222,ESPORTSTMNT03/1431615,CK,Griffin,hyFresh Blade,Quinn,Lillia,Akali,Senna,Braum,Renekton,Graves,Azir,Ashe,Rakan,1
5223,6569-8889,LDL,eStar Young,Vici Gaming Potential,Lucian,Nidalee,TwistedFate,Kalista,Nautilus,Renekton,Olaf,Zoe,Ezreal,Braum,0
5224,ESPORTSTMNT02/1415404,OCS,UQ Union,Dire Cubs,Ornn,Nidalee,Yasuo,Caitlyn,Nautilus,Poppy,Volibear,Orianna,Jhin,Lux,0
5225,ESPORTSTMNT03/1431616,LCK,T1,DAMWON Gaming,Jayce,Volibear,Sylas,Senna,Leona,Renekton,Sett,Kassadin,Ziggs,Thresh,0
5226,6570-8892,LDL,Joy Dream,Shu Dai Xiong Gaming,Renekton,Kindred,TwistedFate,Ashe,Bard,Jayce,Olaf,Zoe,Ezreal,Sett,1
5227,6571-8893,LDL,Suning-S,Invictus Gaming Young,Jayce,Nidalee,Zoe,Aphelios,Thresh,Renekton,Graves,Leblanc,Ezreal,Nautilus,1
5228,ESPORTSTMNT03/1431634,VCS,Team Flash,Team Secret,Ornn,Nidalee,Lucian,Ezreal,Yuumi,MonkeyKing,Graves,Syndra,Jhin,Leona,1
5229,ESPORTSTMNT03/1431635,LCK,Afreeca Freecs,KT Rolster,Renekton,Graves,Gragas,Ezreal,Karma,Jayce,Volibear,Sylas,Caitlyn,Bard,0
5230,6572-8895,LDL,V5 87,LNG Academy,Jayce,Graves,Leblanc,Jhin,TahmKench,Camille,Nidalee,Akali,Kalista,Blitzcrank,1
5231,6571-8894,LDL,Invictus Gaming Young,Suning-S,Ornn,Lillia,Zoe,Caitlyn,Lux,Renekton,Elise,Talon,Draven,Blitzcrank,1
5232,6572-8896,LDL,LNG Academy,V5 87,MonkeyKing,Kindred,Karma,Jhin,Lulu,Camille,Graves,Galio,Ezreal,TahmKench,1
